--------- beginning of /dev/log/system
I/Vold    ( 1140): Vold 2.1 (the revenge) firing up
D/Vold    ( 1140): Volume sdcard state changing -1 (Initializing) -> 0 (No-Media)
D/Vold    ( 1140): Volume sdcard state changing 0 (No-Media) -> 1 (Idle-Unmounted)
I/SystemServer( 1567): Entered the Android system server!
I/SystemServer( 1567): Waiting for installd to be ready.
I/SystemServer( 1567): Enabled StrictMode logging for WM Looper
I/Installer( 1567): connecting...
I/SystemServer( 1567): Power Manager
I/SystemServer( 1567): Activity Manager
I/ActivityManager( 1567): Memory class: 384
W/BatteryStatsImpl( 1567): Couldn't get kernel wake lock stats
I/AppOps  ( 1567): No existing app ops /data/system/appops.xml; starting empty
I/UiThread( 1567): Enabled StrictMode logging for UI thread
I/IntentFirewall( 1567): Read new rules (A:0 B:0 S:0)
I/SystemServer( 1567): Display Manager
I/ActivityManager( 1567): Enabled StrictMode logging for AThread's Looper
I/SystemServer( 1567): Telephony Registry
I/SystemServer( 1567): Scheduling Policy
I/DisplayManagerService( 1567): Display device added: DisplayDeviceInfo{"Built-in Screen": 1080 x 1920, 60.000004 fps, density 420, 420.0 x 420.0 dpi, touch INTERNAL, rotation 0, type BUILT_IN, FLAG_DEFAULT_DISPLAY, FLAG_ROTATES_WITH_CONTENT, FLAG_SECURE, FLAG_SUPPORTS_PROTECTED_BUFFERS}
I/SystemServer( 1567): Package Manager
W/FileUtils( 1567): Failed to chmod(/data/system/packages.list): libcore.io.ErrnoException: chmod failed: ENOENT (No such file or directory)
W/PackageParser( 1567): Unknown element under <manifest>: attribution at /system/priv-app/PrebuiltGmsCore.apk Binary XML file line #14
W/PackageParser( 1567): Unknown element under <manifest>: attribution at /system/priv-app/PrebuiltGmsCore.apk Binary XML file line #15
W/PackageParser( 1567): Unknown element under <manifest>: attribution at /system/priv-app/PrebuiltGmsCore.apk Binary XML file line #16
W/PackageParser( 1567): Unknown element under <manifest>: attribution at /system/priv-app/PrebuiltGmsCore.apk Binary XML file line #17
W/PackageParser( 1567): Unknown element under <manifest>: attribution at /system/priv-app/PrebuiltGmsCore.apk Binary XML file line #18
W/PackageParser( 1567): Unknown element under <manifest>: attribution at /system/priv-app/PrebuiltGmsCore.apk Binary XML file line #19
W/PackageParser( 1567): Unknown element under <manifest>: attribution at /system/priv-app/PrebuiltGmsCore.apk Binary XML file line #20
W/PackageParser( 1567): Unknown element under <manifest>: attribution at /system/priv-app/PrebuiltGmsCore.apk Binary XML file line #21
W/PackageParser( 1567): Unknown element under <manifest>: attribution at /system/priv-app/PrebuiltGmsCore.apk Binary XML file line #22
W/PackageParser( 1567): Unknown element under <manifest>: attribution at /system/priv-app/PrebuiltGmsCore.apk Binary XML file line #23
W/PackageParser( 1567): Unknown element under <manifest>: attribution at /system/priv-app/PrebuiltGmsCore.apk Binary XML file line #24
W/PackageParser( 1567): Unknown element under <manifest>: attribution at /system/priv-app/PrebuiltGmsCore.apk Binary XML file line #25
W/PackageParser( 1567): Unknown element under <manifest>: attribution at /system/priv-app/PrebuiltGmsCore.apk Binary XML file line #26
W/PackageParser( 1567): Unknown element under <manifest>: attribution at /system/priv-app/PrebuiltGmsCore.apk Binary XML file line #27
W/PackageParser( 1567): Unknown element under <manifest>: attribution at /system/priv-app/PrebuiltGmsCore.apk Binary XML file line #28
W/PackageParser( 1567): Unknown element under <manifest>: attribution at /system/priv-app/PrebuiltGmsCore.apk Binary XML file line #29
W/PackageParser( 1567): Unknown element under <manifest>: attribution at /system/priv-app/PrebuiltGmsCore.apk Binary XML file line #30
W/PackageParser( 1567): Unknown element under <manifest>: attribution at /system/priv-app/PrebuiltGmsCore.apk Binary XML file line #31
W/PackageParser( 1567): Unknown element under <manifest>: attribution at /system/priv-app/PrebuiltGmsCore.apk Binary XML file line #32
W/PackageParser( 1567): Unknown element under <manifest>: attribution at /system/priv-app/PrebuiltGmsCore.apk Binary XML file line #33
W/PackageParser( 1567): Unknown element under <manifest>: attribution at /system/priv-app/PrebuiltGmsCore.apk Binary XML file line #34
W/PackageParser( 1567): Unknown element under <manifest>: attribution at /system/priv-app/PrebuiltGmsCore.apk Binary XML file line #35
W/PackageParser( 1567): Unknown element under <manifest>: attribution at /system/priv-app/PrebuiltGmsCore.apk Binary XML file line #36
W/PackageParser( 1567): Unknown element under <manifest>: attribution at /system/priv-app/PrebuiltGmsCore.apk Binary XML file line #37
W/PackageParser( 1567): Unknown element under <manifest>: attribution at /system/priv-app/PrebuiltGmsCore.apk Binary XML file line #38
W/PackageParser( 1567): Unknown element under <manifest>: attribution at /system/priv-app/PrebuiltGmsCore.apk Binary XML file line #39
W/PackageParser( 1567): Unknown element under <manifest>: attribution at /system/priv-app/PrebuiltGmsCore.apk Binary XML file line #40
W/PackageParser( 1567): Unknown element under <manifest>: attribution at /system/priv-app/PrebuiltGmsCore.apk Binary XML file line #41
W/PackageParser( 1567): Unknown element under <manifest>: attribution at /system/priv-app/PrebuiltGmsCore.apk Binary XML file line #42
W/PackageParser( 1567): Unknown element under <manifest>: attribution at /system/priv-app/PrebuiltGmsCore.apk Binary XML file line #43
W/PackageParser( 1567): Unknown element under <manifest>: attribution at /system/priv-app/PrebuiltGmsCore.apk Binary XML file line #44
W/PackageParser( 1567): Unknown element under <manifest>: attribution at /system/priv-app/PrebuiltGmsCore.apk Binary XML file line #45
W/PackageParser( 1567): Unknown element under <manifest>: attribution at /system/priv-app/PrebuiltGmsCore.apk Binary XML file line #46
W/PackageParser( 1567): Unknown element under <manifest>: attribution at /system/priv-app/PrebuiltGmsCore.apk Binary XML file line #47
W/PackageParser( 1567): Unknown element under <manifest>: attribution at /system/priv-app/PrebuiltGmsCore.apk Binary XML file line #48
W/PackageParser( 1567): Unknown element under <manifest>: attribution at /system/priv-app/PrebuiltGmsCore.apk Binary XML file line #49
W/PackageParser( 1567): Unknown element under <manifest>: attribution at /system/priv-app/PrebuiltGmsCore.apk Binary XML file line #50
W/PackageParser( 1567): Unknown element under <manifest>: attribution at /system/priv-app/PrebuiltGmsCore.apk Binary XML file line #51
W/PackageParser( 1567): Unknown element under <manifest>: attribution at /system/priv-app/PrebuiltGmsCore.apk Binary XML file line #52
W/PackageParser( 1567): Unknown element under <manifest>: attribution at /system/priv-app/PrebuiltGmsCore.apk Binary XML file line #53
W/PackageParser( 1567): Unknown element under <manifest>: attribution at /system/priv-app/PrebuiltGmsCore.apk Binary XML file line #54
W/PackageParser( 1567): Unknown element under <manifest>: attribution at /system/priv-app/PrebuiltGmsCore.apk Binary XML file line #55
W/PackageParser( 1567): Unknown element under <manifest>: attribution at /system/priv-app/PrebuiltGmsCore.apk Binary XML file line #56
W/PackageParser( 1567): Unknown element under <manifest>: attribution at /system/priv-app/PrebuiltGmsCore.apk Binary XML file line #57
W/PackageParser( 1567): Unknown element under <manifest>: attribution at /system/priv-app/PrebuiltGmsCore.apk Binary XML file line #58
W/PackageParser( 1567): Unknown element under <manifest>: attribution at /system/priv-app/PrebuiltGmsCore.apk Binary XML file line #59
W/PackageParser( 1567): Unknown element under <manifest>: attribution at /system/priv-app/PrebuiltGmsCore.apk Binary XML file line #60
W/PackageParser( 1567): Unknown element under <manifest>: attribution at /system/priv-app/PrebuiltGmsCore.apk Binary XML file line #61
W/PackageParser( 1567): Unknown element under <manifest>: attribution at /system/priv-app/PrebuiltGmsCore.apk Binary XML file line #62
W/PackageParser( 1567): Unknown element under <manifest>: attribution at /system/priv-app/PrebuiltGmsCore.apk Binary XML file line #63
W/PackageParser( 1567): Unknown element under <manifest>: attribution at /system/priv-app/PrebuiltGmsCore.apk Binary XML file line #64
W/PackageParser( 1567): Unknown element under <manifest>: attribution at /system/priv-app/PrebuiltGmsCore.apk Binary XML file line #65
W/PackageParser( 1567): Unknown element under <manifest>: attribution at /system/priv-app/PrebuiltGmsCore.apk Binary XML file line #66
W/PackageParser( 1567): Unknown element under <manifest>: attribution at /system/priv-app/PrebuiltGmsCore.apk Binary XML file line #67
W/PackageParser( 1567): Unknown element under <manifest>: attribution at /system/priv-app/PrebuiltGmsCore.apk Binary XML file line #68
W/PackageParser( 1567): Unknown element under <manifest>: attribution at /system/priv-app/PrebuiltGmsCore.apk Binary XML file line #69
W/PackageParser( 1567): Unknown element under <manifest>: attribution at /system/priv-app/PrebuiltGmsCore.apk Binary XML file line #70
W/PackageParser( 1567): Unknown element under <manifest>: attribution at /system/priv-app/PrebuiltGmsCore.apk Binary XML file line #71
W/PackageParser( 1567): Unknown element under <manifest>: attribution at /system/priv-app/PrebuiltGmsCore.apk Binary XML file line #72
W/PackageParser( 1567): Unknown element under <manifest>: attribution at /system/priv-app/PrebuiltGmsCore.apk Binary XML file line #73
W/PackageParser( 1567): Unknown element under <manifest>: attribution at /system/priv-app/PrebuiltGmsCore.apk Binary XML file line #74
W/PackageParser( 1567): Unknown element under <manifest>: attribution at /system/priv-app/PrebuiltGmsCore.apk Binary XML file line #75
W/PackageParser( 1567): Unknown element under <manifest>: attribution at /system/priv-app/PrebuiltGmsCore.apk Binary XML file line #76
W/PackageParser( 1567): Unknown element under <manifest>: attribution at /system/priv-app/PrebuiltGmsCore.apk Binary XML file line #77
W/PackageParser( 1567): Unknown element under <manifest>: attribution at /system/priv-app/PrebuiltGmsCore.apk Binary XML file line #78
W/PackageParser( 1567): Unknown element under <manifest>: attribution at /system/priv-app/PrebuiltGmsCore.apk Binary XML file line #79
W/PackageParser( 1567): Unknown element under <manifest>: attribution at /system/priv-app/PrebuiltGmsCore.apk Binary XML file line #80
W/PackageParser( 1567): Unknown element under <manifest>: attribution at /system/priv-app/PrebuiltGmsCore.apk Binary XML file line #81
W/PackageParser( 1567): Unknown element under <manifest>: attribution at /system/priv-app/PrebuiltGmsCore.apk Binary XML file line #82
W/PackageParser( 1567): Unknown element under <manifest>: attribution at /system/priv-app/PrebuiltGmsCore.apk Binary XML file line #83
W/PackageParser( 1567): Unknown element under <manifest>: attribution at /system/priv-app/PrebuiltGmsCore.apk Binary XML file line #84
W/PackageParser( 1567): Unknown element under <manifest>: attribution at /system/priv-app/PrebuiltGmsCore.apk Binary XML file line #85
W/PackageParser( 1567): Unknown element under <manifest>: attribution at /system/priv-app/PrebuiltGmsCore.apk Binary XML file line #86
W/PackageParser( 1567): Unknown element under <manifest>: attribution at /system/priv-app/PrebuiltGmsCore.apk Binary XML file line #87
W/PackageParser( 1567): Unknown element under <manifest>: attribution at /system/priv-app/PrebuiltGmsCore.apk Binary XML file line #88
W/PackageParser( 1567): Unknown element under <manifest>: attribution at /system/priv-app/PrebuiltGmsCore.apk Binary XML file line #89
W/PackageParser( 1567): Unknown element under <manifest>: attribution at /system/priv-app/PrebuiltGmsCore.apk Binary XML file line #90
W/PackageParser( 1567): Unknown element under <manifest>: attribution at /system/priv-app/PrebuiltGmsCore.apk Binary XML file line #91
W/PackageParser( 1567): Unknown element under <manifest>: attribution at /system/priv-app/PrebuiltGmsCore.apk Binary XML file line #92
W/PackageParser( 1567): Unknown element under <manifest>: attribution at /system/priv-app/PrebuiltGmsCore.apk Binary XML file line #93
W/PackageParser( 1567): Unknown element under <manifest>: attribution at /system/priv-app/PrebuiltGmsCore.apk Binary XML file line #94
W/PackageParser( 1567): Unknown element under <manifest>: attribution at /system/priv-app/PrebuiltGmsCore.apk Binary XML file line #95
W/PackageParser( 1567): Unknown element under <manifest>: attribution at /system/priv-app/PrebuiltGmsCore.apk Binary XML file line #96
W/PackageParser( 1567): Unknown element under <manifest>: attribution at /system/priv-app/PrebuiltGmsCore.apk Binary XML file line #97
W/PackageParser( 1567): Unknown element under <manifest>: attribution at /system/priv-app/PrebuiltGmsCore.apk Binary XML file line #98
W/PackageParser( 1567): Unknown element under <manifest>: attribution at /system/priv-app/PrebuiltGmsCore.apk Binary XML file line #99
W/PackageParser( 1567): Unknown element under <manifest>: attribution at /system/priv-app/PrebuiltGmsCore.apk Binary XML file line #100
W/PackageParser( 1567): Unknown element under <manifest>: attribution at /system/priv-app/PrebuiltGmsCore.apk Binary XML file line #101
W/PackageParser( 1567): Unknown element under <manifest>: attribution at /system/priv-app/PrebuiltGmsCore.apk Binary XML file line #102
W/PackageParser( 1567): Unknown element under <manifest>: attribution at /system/priv-app/PrebuiltGmsCore.apk Binary XML file line #103
W/PackageParser( 1567): Unknown element under <manifest>: attribution at /system/priv-app/PrebuiltGmsCore.apk Binary XML file line #104
W/PackageParser( 1567): Unknown element under <manifest>: attribution at /system/priv-app/PrebuiltGmsCore.apk Binary XML file line #105
W/PackageParser( 1567): Unknown element under <manifest>: attribution at /system/priv-app/PrebuiltGmsCore.apk Binary XML file line #106
W/PackageParser( 1567): Unknown element under <manifest>: attribution at /system/priv-app/PrebuiltGmsCore.apk Binary XML file line #107
W/PackageParser( 1567): Unknown element under <manifest>: attribution at /system/priv-app/PrebuiltGmsCore.apk Binary XML file line #108
W/PackageParser( 1567): Unknown element under <manifest>: attribution at /system/priv-app/PrebuiltGmsCore.apk Binary XML file line #109
W/PackageParser( 1567): Unknown element under <manifest>: attribution at /system/priv-app/PrebuiltGmsCore.apk Binary XML file line #110
W/PackageParser( 1567): Unknown element under <manifest>: attribution at /system/priv-app/PrebuiltGmsCore.apk Binary XML file line #111
W/PackageParser( 1567): Unknown element under <manifest>: attribution at /system/priv-app/PrebuiltGmsCore.apk Binary XML file line #112
W/PackageParser( 1567): Unknown element under <manifest>: attribution at /system/priv-app/PrebuiltGmsCore.apk Binary XML file line #113
W/PackageParser( 1567): Unknown element under <manifest>: queries at /system/priv-app/PrebuiltGmsCore.apk Binary XML file line #494
W/PackageParser( 1567): No actions in intent filter at /system/app/PlayGames.apk Binary XML file line #1052
W/PackageParser( 1567): No actions in intent filter at /data/app/ApiDemos.apk Binary XML file line #2899
W/PackageParser( 1567): No actions in intent filter at /data/app/ApiDemos.apk Binary XML file line #2905
W/PackageManager( 1567): Package com.example.android.apis desires unavailable shared library com.example.will.never.exist; ignoring!
W/PackageManager( 1567): Package com.example.android.apis desires unavailable shared library com.example.will.never.exist; ignoring!
W/PackageManager( 1567): Package com.google.android.gms desires unavailable shared library org.apache.http.legacy; ignoring!
W/PackageManager( 1567): Package com.google.android.gms desires unavailable shared library com.google.android.ble; ignoring!
W/PackageManager( 1567): Package com.google.android.gms desires unavailable shared library samsung.uwb; ignoring!
W/PackageManager( 1567): Package com.google.android.gms desires unavailable shared library com.google.android.wearable; ignoring!
I/PackageManager( 1567): Time to scan packages: 4.855 seconds
W/PackageManager( 1567): Unknown permission com.android.smspush.WAPPUSH_MANAGER_BIND in package com.android.phone
W/PackageManager( 1567): Unknown permission com.android.vending.billing.BILLING_ACCOUNT_SERVICE in package com.google.android.gsf.login
W/PackageManager( 1567): Unknown permission com.android.vending.billing.ADD_CREDIT_CARD in package com.google.android.gsf.login
W/PackageManager( 1567): Unknown permission com.android.vending.billing.IBillingAccountService.BIND2 in package com.google.android.gsf.login
W/PackageManager( 1567): Unknown permission com.android.vending.TOS_ACKED in package com.google.android.gsf.login
W/PackageManager( 1567): Unknown permission com.android.chrome.TOS_ACKED in package com.google.android.gsf.login
W/PackageManager( 1567): Not granting permission android.permission.ACCESS_DOWNLOAD_MANAGER to package com.android.browser (protectionLevel=18 flags=0x9be45)
W/PackageManager( 1567): Not granting permission android.permission.SEND_DOWNLOAD_COMPLETED_INTENTS to package com.android.browser (protectionLevel=2 flags=0x9be45)
W/PackageManager( 1567): Not granting permission android.permission.BIND_APPWIDGET to package com.android.widgetpreview (protectionLevel=18 flags=0x8be44)
W/PackageManager( 1567): Unknown permission android.permission.INSTALL_DRM in package com.android.mms
W/PackageManager( 1567): Unknown permission android.permission.OBSERVE_GRANT_REVOKE_PERMISSIONS in package com.google.android.gms
W/PackageManager( 1567): Unknown permission android.permission.MANAGE_SOUND_TRIGGER in package com.google.android.gms
W/PackageManager( 1567): Unknown permission android.permission.FOREGROUND_SERVICE in package com.google.android.gms
W/PackageManager( 1567): Unknown permission android.permission.START_ACTIVITIES_FROM_BACKGROUND in package com.google.android.gms
W/PackageManager( 1567): Unknown permission android.permission.QUERY_ALL_PACKAGES in package com.google.android.gms
W/PackageManager( 1567): Unknown permission android.permission.REMOTE_DISPLAY_PROVIDER in package com.google.android.gms
W/PackageManager( 1567): Unknown permission android.permission.RECOVERY in package com.google.android.gms
W/PackageManager( 1567): Not granting permission android.permission.READ_DREAM_STATE to package com.google.android.gms (protectionLevel=2 flags=0x40483e45)
W/PackageManager( 1567): Unknown permission android.permission.PROVIDE_TRUST_AGENT in package com.google.android.gms
W/PackageManager( 1567): Unknown permission android.permission.DISPATCH_PROVISIONING_MESSAGE in package com.google.android.gms
W/PackageManager( 1567): Unknown permission android.permission.RECOVER_KEYSTORE in package com.google.android.gms
W/PackageManager( 1567): Unknown permission android.permission.PRE_FACTORY_RESET in package com.google.android.gms
W/PackageManager( 1567): Unknown permission android.permission.MANAGE_FACTORY_RESET_PROTECTION in package com.google.android.gms
W/PackageManager( 1567): Unknown permission com.google.android.apps.enterprise.dmagent.permission.AutoSyncPermission in package com.google.android.gms
W/PackageManager( 1567): Unknown permission android.permission.CONNECTIVITY_USE_RESTRICTED_NETWORKS in package com.google.android.gms
W/PackageManager( 1567): Unknown permission android.permission.ALLOCATE_AGGRESSIVE in package com.google.android.gms
W/PackageManager( 1567): Unknown permission android.car.permission.CAR_POWER in package com.google.android.gms
W/PackageManager( 1567): Unknown permission android.permission.USE_FINGERPRINT in package com.google.android.gms
W/PackageManager( 1567): Unknown permission android.permission.USE_BIOMETRIC in package com.google.android.gms
W/PackageManager( 1567): Unknown permission android.permission.SEND_SMS_NO_CONFIRMATION in package com.google.android.gms
W/PackageManager( 1567): Unknown permission com.google.android.wearable.WRITE_SETTINGS in package com.google.android.gms
W/PackageManager( 1567): Unknown permission com.felicanetworks.mfc.permission.MFC_ACCESS in package com.google.android.gms
W/PackageManager( 1567): Unknown permission com.felicanetworks.mfc.mfi.permission.MFI_ACCESS in package com.google.android.gms
W/PackageManager( 1567): Unknown permission com.google.android.finsky.permission.INSTANT_APP_STATE in package com.google.android.gms
W/PackageManager( 1567): Unknown permission android.permission.ACCESS_BACKGROUND_LOCATION in package com.google.android.gms
W/PackageManager( 1567): Unknown permission android.permission.ACCESS_NOTIFICATION_POLICY in package com.google.android.gms
W/PackageManager( 1567): Unknown permission com.google.android.googlequicksearchbox.permission.PAUSE_HOTWORD in package com.google.android.gms
W/PackageManager( 1567): Unknown permission android.permission.MANAGE_VOICE_KEYPHRASES in package com.google.android.gms
W/PackageManager( 1567): Unknown permission android.permission.UWB in package com.google.android.gms
W/PackageManager( 1567): Unknown permission android.permission.USE_FULL_SCREEN_INTENT in package com.google.android.gms
W/PackageManager( 1567): Unknown permission android.permission.TETHER_PRIVILEGED in package com.google.android.gms
W/PackageManager( 1567): Unknown permission android.permission.CONTROL_DISPLAY_SATURATION in package com.google.android.gms
W/PackageManager( 1567): Unknown permission android.permission.REAL_GET_TASKS in package com.google.android.gms
W/PackageManager( 1567): Unknown permission com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE in package com.google.android.gms
W/PackageManager( 1567): Unknown permission com.google.android.hangouts.START_HANGOUT in package com.google.android.gms
W/PackageManager( 1567): Unknown permission android.permission.READ_OEM_UNLOCK_STATE in package com.google.android.gms
W/PackageManager( 1567): Unknown permission android.permission.SCORE_NETWORKS in package com.google.android.gms
W/PackageManager( 1567): Unknown permission android.permission.OVERRIDE_WIFI_CONFIG in package com.google.android.gms
W/PackageManager( 1567): Unknown permission android.car.permission.CAR_POWERTRAIN in package com.google.android.gms
W/PackageManager( 1567): Unknown permission android.car.permission.CAR_ENERGY in package com.google.android.gms
W/PackageManager( 1567): Unknown permission android.car.permission.CAR_ENERGY_PORTS in package com.google.android.gms
W/PackageManager( 1567): Unknown permission android.car.permission.CAR_EXTERIOR_LIGHTS in package com.google.android.gms
W/PackageManager( 1567): Unknown permission android.car.permission.CAR_INFO in package com.google.android.gms
W/PackageManager( 1567): Unknown permission android.car.permission.CAR_MILEAGE in package com.google.android.gms
W/PackageManager( 1567): Unknown permission android.car.permission.CAR_TIRES in package com.google.android.gms
W/PackageManager( 1567): Unknown permission android.car.permission.CONTROL_CAR_CLIMATE in package com.google.android.gms
W/PackageManager( 1567): Unknown permission android.car.permission.CONTROL_CAR_DOORS in package com.google.android.gms
W/PackageManager( 1567): Unknown permission android.car.permission.CONTROL_CAR_EXTERIOR_LIGHTS in package com.google.android.gms
W/PackageManager( 1567): Unknown permission android.car.permission.CONTROL_CAR_MIRRORS in package com.google.android.gms
W/PackageManager( 1567): Unknown permission android.car.permission.CONTROL_CAR_SEATS in package com.google.android.gms
W/PackageManager( 1567): Unknown permission android.car.permission.CONTROL_CAR_WINDOWS in package com.google.android.gms
W/PackageManager( 1567): Unknown permission android.car.permission.READ_CAR_DISPLAY_UNITS in package com.google.android.gms
W/PackageManager( 1567): Unknown permission android.permission.CONTROL_INCALL_EXPERIENCE in package com.google.android.gms
W/PackageManager( 1567): Unknown permission android.permission.USER_ACTIVITY in package com.google.android.gms
W/PackageManager( 1567): Unknown permission android.permission.MODIFY_AUDIO_ROUTING in package com.google.android.gms
W/PackageManager( 1567): Unknown permission android.permission.MODIFY_DAY_NIGHT_MODE in package com.google.android.gms
W/PackageManager( 1567): Unknown permission com.google.android.finsky.permission.GEARHEAD_SERVICE in package com.google.android.gms
W/PackageManager( 1567): Unknown permission com.google.android.permission.ACCESSIBILITY_SCAN_SERVICE in package com.google.android.gms
W/PackageManager( 1567): Unknown permission android.permission.START_TASKS_FROM_RECENTS in package com.google.android.gms
W/PackageManager( 1567): Not granting permission android.permission.MANAGE_ACTIVITY_STACKS to package com.google.android.gms (protectionLevel=2 flags=0x40483e45)
W/PackageManager( 1567): Unknown permission android.permission.ACTIVITY_EMBEDDING in package com.google.android.gms
W/PackageManager( 1567): Unknown permission com.google.android.finsky.permission.ACCESS_INSTANT_APP_NOTIFICATION_ENFORCEMENT in package com.google.android.gms
W/PackageManager( 1567): Unknown permission android.permission.PROVIDE_RESOLVER_RANKER_SERVICE in package com.google.android.gms
W/PackageManager( 1567): Unknown permission com.google.android.clockwork.settings.SHOW_FACTORY_RESET_CONFIRMATION in package com.google.android.gms
W/PackageManager( 1567): Unknown permission com.google.android.wearable.READ_SETTINGS in package com.google.android.gms
W/PackageManager( 1567): Unknown permission android.permission.READ_MEDIA_AUDIO in package com.google.android.gms
W/PackageManager( 1567): Unknown permission android.permission.READ_MEDIA_IMAGES in package com.google.android.gms
W/PackageManager( 1567): Unknown permission android.permission.READ_MEDIA_VIDEO in package com.google.android.gms
W/PackageManager( 1567): Unknown permission android.permission.INTENT_FILTER_VERIFICATION_AGENT in package com.google.android.gms
W/PackageManager( 1567): Unknown permission android.permission.LOCAL_MAC_ADDRESS in package com.google.android.gms
W/PackageManager( 1567): Unknown permission android.permission.CHANGE_DEVICE_IDLE_TEMP_WHITELIST in package com.google.android.gms
W/PackageManager( 1567): Unknown permission android.permission.READ_WIFI_CREDENTIAL in package com.google.android.gms
W/PackageManager( 1567): Unknown permission android.permission.SUBSTITUTE_NOTIFICATION_APP_NAME in package com.google.android.gms
W/PackageManager( 1567): Unknown permission android.permission.SUBSTITUTE_SHARE_TARGET_APP_NAME_AND_ICON in package com.google.android.gms
W/PackageManager( 1567): Unknown permission android.permission.ACTIVITY_RECOGNITION in package com.google.android.gms
W/PackageManager( 1567): Unknown permission android.permission.MANAGE_SUBSCRIPTION_PLANS in package com.google.android.gms
W/PackageManager( 1567): Unknown permission android.permission.READ_DEVICE_CONFIG in package com.google.android.gms
W/PackageManager( 1567): Unknown permission android.permission.WRITE_DEVICE_CONFIG in package com.google.android.gms
W/PackageManager( 1567): Unknown permission com.google.android.apps.now.OPT_IN_WIZARD in package com.google.android.gms
W/PackageManager( 1567): Unknown permission com.google.android.setupwizard.SETUP_COMPAT_SERVICE in package com.google.android.gms
W/PackageManager( 1567): Unknown permission android.permission.MANAGE_ROLLBACKS in package com.google.android.gms
W/PackageManager( 1567): Unknown permission android.permission.REQUEST_DELETE_PACKAGES in package com.google.android.gms
W/PackageManager( 1567): Unknown permission android.permission.NOTIFY_PENDING_SYSTEM_UPDATE in package com.google.android.gms
W/PackageManager( 1567): Unknown permission android.permission.BODY_SENSORS in package com.google.android.gms
W/PackageManager( 1567): Unknown permission com.google.android.launcher.permission.RECEIVE_LAUNCH_BROADCASTS in package com.google.android.gms
W/PackageManager( 1567): Unknown permission com.google.android.vending.verifier.ACCESS_VERIFIER in package com.google.android.gms
W/PackageManager( 1567): Unknown permission android.permission.RESET_PASSWORD in package com.google.android.gms
W/PackageManager( 1567): Unknown permission android.permission.LOCK_DEVICE in package com.google.android.gms
